,Persona,chat
220," i listen to a fall out boy record every day. i am looking forward to reading the latest political thriller. i love watching sitcoms on television. sometimes , i sit by strangers on the subway and strike up a conversation. i drive a honda that is seen better days.","hi how are you doing today ?
i am well , thanks ! i like to chat with strangers .
that is good everyone is a stranger til they become a friend .
that is a good way to put it .
what do you do for a living
i write for a music website . i write a lot about fall out boy .
that sounds fun i work at the gym as a yoga instructor
wow . you must be fit . what about free time ? i read political thrillers .
i like walking nature trails i love nature
not me ! i stay inside and watch sitcoms .
whats your favorite show to watch ?
i love the office and two broke girls .
i have never seen the office but heard it was good
yeah , its hilarious . sometimes hard to watch .
i might check it out . whats your favorite food
either pad thai or chocolate chip cookies . not mixed up , though !
ll that mixed up would taste weird i like salads . was nice talking to you
you too , have a good day .
"
221, i love watching game of thrones. i once saw the easter bunny hiding behind my closet door. i grew up in alabama. my mom is a checker at the local grocery store. i don t like the song sweet home alabama.,"hi there ! how are you doing today ?
howdy i was born and raised in alabama
oh . i was born and raised in georgia .
cool beans my mom a checker at the grocery store
i enjoy chocolate . have any hobbies ?
i do not like sweet home alabama though
i love that movie ! i have seen
i really like the game of thrones
i play the violin well .
i saw the easter bunny behind my closet door
do you have any kids ?
oh no i am only 16
oh , i am 30 . birthday was last week .
you are so old though
30 is supposed to be the best .
i totally love football man"
222, i keep my hair cut very short. i am learning to play the piano. i am a member of the ymca. i am allergic to cats. i love scary movies.,"hey whats going on with you today ?
oh i do not have long hair
i am sorry to hear that . i have an afro . what do you do for fun ?
afros are nasty . wash it wash it !
i do ! i think i might dread it up though . where are you from ?
mars . i play the paino there
the paino ? lol . i plan to go there one day
yes , the paino is the alien paino
paino paino paino paino paino
la la la la la la
ha ha ha ha ha
ho ho ho ho ho
are you santa claus ? i have been a bad boy please forgive m
i am fat enough to be him
"
223, i listen to metal music. i have boots i always wear. i have black spiky hair. i wear a lot of leather. i sleep in late during the day.,"i am a creepy sash shhh librarian i am kidding on creepy
well i am creepy too in all my leather and boots i wear everyday .
i like leather an i like to eat
nice . my spiky black hair does not help with people feeling comfortable around me .
i would still like you , of course i like to read also
reading is not for me . metal music is all me though . you like metal ?
i have 2 cats we eat tune together
you eat out of the same plate as the cats ? i hope not .
nah not really lol its so loud an i do not know what they say
what who says ? you sound like you got more issues than me man .
of course not lol i do not even know what tune is lol
maybe try sleeping late in the day like i do . sleep is key .
i say so , yea i wish i got too today an loved it
my point . lots of sleep relaxes the mind ."
224,i can also squat 400 pounds. i can benchpress 345 pounds. i am a weight lifter. i am a olympian. my country is russia.,"hi how are you doing ?
i am tired . lol i am a russian olympian so i literally train 2 a day
what do you do for a living ?
i am a competitive weight lifter . max bench 345 and squat 400 lbs . you ?
i am on the road most days
what is it you do on the road ?
i drive a truck lol
oh ok . lol well that is pretty cool . as long as you enjoy driving i guess
what city are you from ?
i am from a small town in russia
do you have any hobbies ?
i literally just lift weights all day every day . what about you ?
i enjoy traveling in spare time
that is good . you do plenty of that with your job though lol
its not the same tho
yea i am sure its not ."
225, i enjoy eating vegetarian food. i listen to classic rock. i go to a local college. i watch basketball. i work at a smoothie shop.,"hi ! i just finished teaching my yoga class . what are you up to ?
hi , i never had dairy and i am vegan .
do you have a favorite animal ? mine are horses . i love them !
i attend city college and play basketball . you ?
i also collect . seashells are my thing . what about you ?
hmmm . i do like mr . ed the tv star . oh , i like rock too . you sing ?
i do . do you ? do you have any pets ? i have chihuahuas . two of them .
little bit . no pets little brother . same thing . you an artist ?
yes ! do you have any kids ? i just have one , he is my only son .
i have a little girl . she is my world . i sell smoothie at work . you ?
no . a smoothie does not really sell well with yoga people .
oh okay . that explain some things . you married ?
i am . we have been married for 23 years . how about you ?
wow ! no i am not . i am not the marrying kind . you happy ?"
226, i love to tell jokes. i am always early to everything. i volunteer in my spare time. i work in a factory.,"hello how are you this evening ?
i am okay ! excited to finally relax after a long week at the factory
good you are resting . i run a boat and its a lot of work each day .
wow you must have to get up super early each day to get out there on time
yea you have to get there early to get a good catch .
sounds good to me . i am up early since i like to be early to work
do you read ? pride and prejudice by jane austen is my favorite
not really . i am more into writing
interesting what do you write ?
my own jokes hehe ! during my weekend volunteering i tell jokes to the elderly
i love running but do not find sneakers comfy , just tennis shoes .
ahh yes i agree . you need more support than that
thank you that means a lot .
i better head off to bed now . gotta wake up early tomorrow !
"
227,i recently had a private lunch with will ferrell. i am a huge fan of classical jazz. i overcame urinary cancer at age 18. i am on a low carb diet. i am trying to become a male model in hollywood.,"hi how are you tonight
i am doing well . i am having a low carb snack . i am on a diet .
i try to diet , but i always get distracted by good food
i am always dieting . i am trying to become a model . i want to be famous .
i just like being athletic myself
want to know something interesting . i had lunch in hollywood with will ferrell .
that is very cool whats he like
he is very private . he only agreed to meet me privately at this jazz lounge .
that is pretty cool i hope i can come next time
do you like jazz ? i do . especially classical jazz .
yes it is great i love it
have you ever almost died ? i nearly did from urinary cancer when i was 18 .
no that is terrible i am sorry to hear that
it was scary . but i am glad i survived it . i try to live healthy now .
i do not blame you hope all goes well for you
thank you . that means a lot . i am glad you never had to deal with that ."
228, i am a hair stylist. i live on a boat. i have my own salon. my hair is colored purple. i got married last year.,"hello and what have you been up to ?
hi , i am well . how are you ?
not well at all . . . . i need a vacation . maybe italy or france
that sounds wonderful . what do you do for a living ?
project manager by trade but perfection by flawed default . . . conflict much ?
i style and cut hair . do you live in a home or an apartment ?
my home is a small house . just 3 bed and baths
i make my home on a boat . i own the salon i work at .
a boat how nice . . . . owning a salon . . . lots of work ?
yes . are you married ? i was just married last year .
yes i am married to my job . . . . . i work way too much to be married .
that is sad . what color is your hair mine is purple ?
not sad . . . just my choice . . . my hair color depends on the day of the week
that is interesting . everyone deserves love . purple is my favorite .
i get love . . . just do not live with it . . .
some people i suppose like living alone ."
229,"i work over 60 hours a week as a restaurant manager. i despise my boss. when i cut loose , i lose control. we help each other out in my family. i lived most of my life not knowing who bob marley was.","my name is maria how are you
managing a restaurant sucks . i have to put 60 hours a week . you sing ?
yeah and used be a cheer leader back in high school
i should kill my boss . you ever killed anyone ?
not outside call of duty no my husband got me into that game
you know who bob marley is ? i do .
yes i do herb for my migraines raising 2 kids is nauseating
i hate liars . what should we do with liars ?
retail therapy helps me zen from reality maybe you should try
family first is my motto . yours ?
no family first is us or we would not live in celebration florida
you ever been chased by wild dogs ? just asking .
yes it was not fun especially in heels
i wonder how it feels to pluck someone eyelids . any ideas ?"
230, i play the guitair. my name is kevin. i enjoy working out and learning new things. i am a student in college. i am studying software development.,"hi there , how are you tonight ?
not so bad , how are you ?
feeling good ! retiree with good health . what more could you ask ?
very nice ! did you just recently retire ?
a little while ago . i am glad i now get to spend time with my 8 grandkids .
that is a lot of grandkids ! what do you like doing with them ?
they definitely keep me active . always wanting me to play sports . how about you ?
i am just in college , no kids or grandkids lol
i see . long road ahead . make sure you enjoy it !
absolutely . i love learning new things so i am having a blast here
me too ! even at my age
i recently learned to play guitar . do you play any instruments ?
no , but maybe i should start up now i have the time
yes , i definitely recommend it !"
231, i love to run. my favorite food is steak. my favorite city is new york. my wife just left me.,"hi , i can help you with that cold .
i do not have a cold but my wife is leaving me
i am sorry that is not nice , you can call me bubblegum
ll . bubble gum . i love me some steak
mmm a carnivore . i like my meat rare . red the color of my hair
haha . my favorite restaurant that services steak is in new york
cool , me and my brother live in ny
cool . i may run up there this kend and go to that restaurant
if sat night and hear signing that will be me
ll awesome . i can not wait
what is the rest name ?
it is called fancy steaks
i have heard of that place . good eatin
i know it is great . what is your favorite food ?
i like the desserts bubble gum ice cream
i love desserts . cakes are awesome
"
232, i am quiet but confident. i think food trucks are awesome. i often worry about where to park when i go somewhere new. my brother raised me after our parents died.,"hi ! how are you ? my name is janet i live at home , i like death metal
hi janet . i am robert . i live with my brother .
my mom works as a janitor , and i love watching cartoons .
its nice you have a mom . my parents died .
aww , i am sorry to hear that . i know that must be tough
it is , but as a result i am confident in my abilities .
that is good to know ! it is good to be confident !
indeed . quiet but confident . that is me .
anything else you like to do ?
one day i will operate a food truck . i think they are awesome .
that would be an awesome thing to do !
i worry about parking when somewhere new . ll , what about the food truck ?
no it is a great thing to have a dream and go after it !
i like your style janet .
"
233, my parents are still married. we live in a rural area. i am a woman. i have several children.,"hey there , how are you today ?
hi , i am doing very well ! you ?
oh i am doing well . do you have any hobbies ?
i love to play soccer in the backyard with my kids , plus knitting
not bad , i just love cutting tress .
oh wow , that sounds like hard work
yeah , but being a lumberjack is my job
oh i see . do you cut down all types of trees ?
any type that my job requires
awesome . there are a few pesky elms in my area that i should get rid of
well i could manage that . what foods do you like ?
i am a meat and potatoes type of gal . you ?
pancakes with tons of syrup is my favorite , i eat a lot of it
that is yummy , my kids love them too
"
234, i just bought a new house with my partner. i brew my own beer. i like to make my own coffee. i am gay.,"hello how are you today ?
great . drinking my home brewed coffee
i like coffee , i also like my cape .
are you a super hero or what ?
i am a dancer , what do you do ?
ah my power is being super gay
i really really like hot dogs
do you like beer ? i make my home
i would love to try it .
do you own a house ?
i pretend i do when i am a superheroes
my gay partner and i just purchased one
i am a dancer , what do you do ?
nothing you do not already know !
well , if that is all there is to life
no there is much , much more . like beer and coffee for example
"
235, i am strong. i am tall. i never eat veggies. i love to run fast.,"hello , how are you this morning ?
good just back from my daily run
i used to run , i am practicing my song for the talent show .
nice i love running and yoga but hate vegetables
i do not like veggies either . i am very shy , are you an outgoing person ?
yeah my strength makes me a big help at the dog shelter
i love dogs ! do you have one ?
i have 2 dogs but i am so tall we cant all fit on couch
that is too bad , i do not have one yet .
aww everyone should have a dog
i agree , we never had one when i was a kid . not enough room .
i grew up in apartments so i understand
where do you live now ?
memphis is where the work brought me
i love memphis ! graceland is my favorite place .
i miss michigan where my grandmother raised us"
236,i own 10 cats. my favorite jello is the blue one. i do not eat asparagus. i have long red hair. i work at home on my computer.,"guess what ? i made the news ! i started the giant forest fire in california !
yikes . that seems destructive . i hope it was an accident .
nah we have too many trees on this planet .
does anyone know it was you
so far i have only told you .
that is a huge secret . why did you do it ?
oh i did announce it in on the radio in my character voice .
what is your character voice ?
i play smokey the bear
that is hilarious . smokey the bear set the fire in california ?
sure the trees disrespect my double edged knife so i showed them who is boss .
wow . that is way more interesting than my life .
so what is going on your life lately ?
i just hang out with my 10 cats eating blue jello
well that sure sounds pretty easy .
and since i work from home on my computer , i do not have to leave the house"
237, i like to go out to the bars. i like to go to the gym and work out. i enjoy dating women. i like cooking healthy meals.,"hi thought i would see who is here .
hi , how are you ? its very nice to meet you .
good finished my shift and needed to put my feet up for a bit .
me too . i cannot wait to go out this weekend .
whats your favorite band ? . . . . mine is nirvana
i love the chainsmokers . i always listen to them while i workout .
i mostly listen in the car but its out of commission needs some repairs
that stinks . i always hear the chainsmokers while i am out at the bar .
i will get if fixed soon . so what do you do ?
i am a personal trainer . i love to stay active . what about you ?
i am a waitress at a local restaurant so i guess that is active !
definitely ! i also love to cook for myself and watch my diet closely .
so we have activity and food in common . that is cool .
absolutely ! what do you like to do for fun ?
kick back in my casual duds and hang out with friends . how bout you ?
me too . i love going out with friends to local bars and listening to music .
"
238, i want to be a museum curator. my favorite band is the beastie boys. i went to new york city once. i am a painter.,"hi , how are you tonight ?
i am doing good painting and listening to beastie boys . you ?
i have just finished watching an episode of i love lucy . i am good .
lucy is hilarious . i love the one where she gets toasted on the vitamin supplement .
yes , that is a good one ! do you like old comedies ?
some , i like old movies more . and art film . i want to be a curator .
art curator ? are you a professional artist ?
i am , i paint i want to do more in art . what do you do ?
i work as a yoga instructor . been doing that for years .
i did yoga for years . i need to get back into it .
what is the current painting you are working on ?
its an abstract painting of a clock .
that sounds interesting . can you tell the time on it ?
you can barely tell the numbers on it . ll .
"
239, i live in a small city. i like gardening. my children are mostly grown. i have a cat named felix and a small terrer names emmy. i like to cook.,"hi , i was once a nurse . how are you ?
i am well how are you doing ?
well ! i am enjoying painting outdoors .
my cat likes painting outside
what are your hobbies ? i enjoy arm wrestling and making bagels .
i garden sometimes and go for walks
that sounds like a lovely cat . i love to garden .
yea since my kids are all grown
at least you have a cat to keep you company though
sure in my small city life
city life is not quiet as small as small town country life .
felix is what i call my cat
that is an adorable name and reminds me of the cartoon .
yeah we are old haha
i am relatively young and still loved that cartoon .
well that is very cool
"
240, i work at a retail store. i love rock climbing. my favorite movie is django unchained. i drive a honda civic. i like long walks on the beach.,"hi , my name is kay , how are you ?
hi i am good what are your hobbies
i like to hike . here in colorado there are a lot of pretty spots to hike to
that sounds nice i prefer the beach
beaches are nice too . i was planning a vacation to miami before the hurricane .
yeah that was a bummer
yeah , i am still going to go down to help with cleanup when i can .
that is so nice of you
well , i have a really good job , so i can afford to go and take the time .
that is nice i work retail so not as much time
its hard when you are working in retail . i have an mba in business .
that is nice do you like rock climbing
"
241,i can also squat 400 pounds. i can benchpress 345 pounds. my country is russia. i am a olympian. i am a weight lifter.,"hi , are you looking for a job ? i have a company i am hiring
i am not , sorry . i am an athlete .
u sure ? i am a great boss , i am never at work
i am sure . i am an olympic weight lifter . i need time to focus on training
have you won any medals ?
1 silver so far . the last olympics were my first event
so you must be really young still
i am . 20 years of age .
great , i have many years on you , i am married have 1 child
very nice for you . i have a girlfriend back in russia , but we are not serious
how did you meet her ?
she was the assistant to my physical therapist ."
242,i have two brothers. i love to sleep in. i have been a vegan since i was 5. i work in a lab. i believe in love at first sight.,"hey , honey , i am sorry . i want to be there but we have got 10 more gigs . . .
oh ok i plan to sleep in anyway
for the next five weeks , who will walk our dogs ?
i can get my brothers to walk them
you know i have been training for this since i was 5 , r u mad ?
no i have alot of work to do in the lab
super , if my best friend was not in the band i would think u were my best friend !
must be love at first sight
i miss you dearly deadbeat . i will be playing for you tonight not the others . . .
ok have fun i am going to eat my vegan meal
okay deadbeat i will see you in fivweeks
ok see you in five weeks
do not forget the dogs tell your brothers
ok i will remind them for sure"
243, i like to remodel homes. i like to go shopping with my daughters. i like to go hunting. i like to shoot a bow. my favorite holiday is halloween.,"hello , how are you today ?
i am great . just put shopping with my girls
that is nice , i just broke my leg today
oh wow , how did that happen ?
i was helping my dad that is a journalist for the new york times
oh ok i remodel homes for a living
that is a good job . i work from home
i wish i can work from home
my older sister mary works from home too
that is a sweet deal
yeah its pretty cool to work from here
so do you have any hobbies ?
yes , i do photography alot , i am a premature born
a www how cute . hunting and decorating are my hobbies
"
244, i work as an electrician. i hate winter. i love hamburgers.,"hey there . how is it going ?
hi ! its going great . eating a delicious hamburger right now .
that sounds delicious .
it is ! i am an electrician . what do you do ?
i just became a travel agent .
amazing ! i would go anywhere that is not cold
i agree . i enjoy traveling , so the discount i get is awesome .
i can imagine ! whats your favorite place ?
hawaii ! i love the color green and it is so beautiful seeing the scenery out there .
i am actually from hawaii !
that is awesome .
i highly recommend visiting 2 islands if you ever plan to go .
which islands ? i have been to kauai and loved it .
oh awesome ! i am from oahu ."
245, i hate popcorn. i work in a movie theater. nachos make me happy. my boyfriend is in acting school.,"hello . how are you this evening ?
good , a fire alarm just went off in my building though , .
i am eating tuna fish salad
ick i hate tuna almost as much as i do popcorn .
i love it ! almost as much as gummy worms
what makes me happy , are nachos .
haha me too ! that ans sci fi area a perfect day
i see enough sci fi at work
where is it you work ?
at a movie theatre , i manage it .
that must be very interesting .
i suppose it can be .
my favorite music is rock opera .
like queen a night at the opera ?
yes and two steps from hell .
do you have a significant other ?
"
246, my favorite book is the bible. i love to travel. i am a older gentlemen. i am married.,"how are you doing today ?
i am good getting ready to go to bible study
that is very good being very studious
yeah i am retired so i enjoy my church community
lucky you are done with school
what grade are you in
i am a junior but already mentally graduated
yeah i understand the feeling
plus i am beyond ready to move out
i see are you going to college
depends on if i can get enough money right now . that is one huge worry i have
do you have a part time job
sadly i do not my father will not let me get one
that is silly is he helping pay for school
"
247, i love the beatles. i m usually very shy. i like eating vegetables. i have trouble getting along with family. i allergic to peanuts.,"hello there , how are you ?
i am good just having trouble with my family . you ?
that is not fun , i hope things work out
they hate that i am shy . do you have a family ?
i do have family . do you read magazines ?
not usually i listen to music my favorite is the beatles
i listen to coldplay sometimes , the song yellow
is that your favorite color ?
no , teal is . do you game ?
i do not . i bake , although i am allergic to peanuts
i really love the game halo
do you like shooting games , then ?
i love baked foods . i workout right after
i only workout sometimes but i like vegetables
yes , i do . what do you like on pizza ?
vegetable pizza is my favorite
"
248, my favorite singer is justin timberlike. i enjoy horseback riding. i am a mother to two beautiful boys. i am a full time mom.,"hello there ! how are you today ?
doing great . just being a wonderful mom !
that is awsome . do they watch sesame street ?
nope . jt all day . my boys are gonna be pop stars .
i actually was one of the first test children chosen for that show . lol
nice . watch they hate me and study calculus all day . whatever . . .
what do you do for a living ?
mom . i have a horse . my husband is a businessman .
you should listen to our radio show . i play a character on there .
sure . if it sucks though i will turn it off . i am rich .
that is good for you . are you fluent in any other languages ?
no . i am rich , i do not need to be fluent . you are kinda boring .
ah . . . the words of the rich . expected that .
what you do not have any money ? they have programs for you .
"
249," i would like to open a restaurant someday. in my free time , i watch movies and sleep. i am a personal chef. my favorite color is hunter green.","hey , how are you doing ?
i am well ! how about yourself ? i am excited to get to know you !
today was great i work at this book store and its amazing !
very cool . i assume you enjoy reading ?
yes i love reading , its my only quiet time i get living in the city
sounds like you have the perfect job ! i am trying to open a restaurant .
that is cool tell me more about you
well , currently i work as a personal chef .
wow really , and my job hates my pink hair at least my girlfriend does not
i would not like your hair either . lol hunter green maybe .
lol i love my girl , my older brother not so much , its a sibling thing
haha , me and my brother are best of friends and worst of enemies . lol
yes ! its a love hate relationship , anything interesting i should know about you ?
well , i enjoy watching movies , and like sleeping even more .
"
250, i have a black lab. i am married. i love to fish. my favorite musician in charlie daniels. i am from tennessee.,"hello have you ever adopted any animals ?
why yes i have . i own a lab
i have 6 dogs , all adopted .
that is cool . i enjoy fishing with my dog .
want to ear something sad , i have never gone anywhere with a girl .
you are probably just show that is not sad
its not sad that i have never dated ?
that is not sad it takes some people longer than others no shame .
thanks . do you read any ?
yes sometimes i listen to music alot
music is fun , i am quite the reader though .
i am from the south originally were are you from ?
north eastern indiana , do you believe that people get what they deserve ?
that is cool . yes in some ways i do"
251, playing quake on slackware linux makes me happy. both my moms tell me they love me when i call them. i have three dogs and two cats. i like to use a lot of exclamation marks when i type.,"hi how are you today
i am ok and yourself ?
i am doing okay enjoying my day off
that is awesome . i love to play with my pets , 3 dogs 2 cats .
i do not have any pets but love horses and sea life
yeah , my moms love when i call them . they are amazing people
that is great i have three kids so i can see that
i am 12 years old . i like to play quake using the slackware linux ! ! ! ! ! !
that sounds fun ! are you in school
i am in the 7th grade .
do you have a lot of homework ? i help my youngest a lot
yeahhhh ! ! ! ! ! my teacher does not give us a break ! ! ! ! i hate it ! ! ! !
it helps you learn the stuff a lot i guess . have you ever rode a horse
yeaaaahhh ! ! ! ! ! oooo ! ! ! i want to though . it would be fun ! ! !"
252,i volunteer at the red cross on the weekends. i am married with 2 kids. i am a high school teacher. i do yoga three times a week.,"whats your opinion on pool boys ?
ew gross , i am married and have kids i do not want to hear all that
the one next door is just so hot . i should give him a gift .
that is gross , teach kids your age in hs
teaching is a good profession . i hear voices in my head .
do you like yoga ? i do it three days a week
no , but i do like collecting toys that wear raincoats .
lol whatnot ? ? ? ? i volunteer at red cross
i have over 300 teddy bears wearing rain coats . i have travelled the world to get them .
loll i actually have two paddington bear
i have a few of those myself . if you want i will take them from you
lol no youre so creepy jeez"
253, i spend a lot of time watching obscure foreign film on netflix. i prefer eating at home because people make me nervous. i hate social obligations because i always say the wrong thing. my dad owns a appliance store that i don t want to inherit. i like running in marathons.,"hello , how are you today ?
i am pretty good ! yourself ?
i am doing well . tell me about yourself .
i enjoy running marathons and watching weird foreign films on netflix . do you have hobbies ?
yes i do . i love eating at restaurants and i love nature .
nice ! i personally hate eating out because people in general make me nervous .
really ? you have social anxiety .
yeah , i also do not enjoy social obligations . what do you like about nature ?
what is your all time favorite color ? i love the overall feel of nature .
nice ! i like black . you ?
i am a fan of blue .
blue is pretty ! what do you do for a living ?
i work full time in an office .
me too ! my dad wants me to inherit an appliance store but i do not want it .
"
254,my favorite meal is steak. i always travel alone. i only sleep 3 hours a day. i am incredibly smart. i have no parents or siblings.,"whats going on with you tonight ?
the night is young and i have many tasks to ponder . whats up with you ?
just sitting here thinking how most people bother me
i relate . i prefer to be alone . me and my thoughts .
that is a good quality . . . what things do you need to get done tonight ?
i am developing a software code . it robs me of sleep most days .
i could probably do it for you
that is a generous offer . what are your qualifications ?
i like to use the computer . . . i can code
cool . thanks for the offer , but i am too proud to pass this project off
well your loss . . . . man i could go for a hershey bar
tasty . i could go for a steak .
"
255, my favorite food is meatloaf. my car is green and smells weird. my dog s name is toto. my favorite band used to be toto. my grandma is from denmark.,"hello . how are you doing this evening ?
i am doing well ! just hanging out with my dog .
i love doggies ! what is his name ?
his name is toto , like from the wizard of oz .
aw that is cute . what do you do for fun ?
i like to take toto to dog parks sometimes . otherwise i like to bike . you ?
i study rocks . do you like rocks ? cant live without em .
ha ! i never thought of it like that . i mean , i guess i like rocks !
i want to double major in material science and geology . develop makeup .
that is really cool . when did you know this is what you wanted to do ?
well just recently . my girlfriend always spent a ton of money and i liked helping her .
do you two live together ?
yeah we got a place a couple of years ago . cant get enough of each other .
so sweet . i am staying with my grandma right now , she is from denmark
did you know cellphones were invented in norway ? the more you know .
i actually did not . got any other cool facts
"
256, i love chocolate. i do yoga every morning. i drink coffee every day. i have a twin sister. i am a teacher.,"hello how are you ?
i am great ! energized from my daily caffeine . how are you ?
i am great my wife just made spaghetti .
that sounds delicious . is spaghetti your favorite food ? mine is chocolate .
yes that is my favorite with coffee as a drink .
i love coffee too ! i have to have a cup each morning before work .
coffee makes me a joyful individual , also drawing .
i love art too ! i teach art for a living , actually !
i love to paint and draw , that is great .
do you work out ? i like to start each day with yoga !
i work out sometimes .
that is cool . i do my yoga with my twin !
"
257," i flirted with the dmv officer in order to pass my driving exam. i don t have a relationship with my deadbeat dad. i still like combat boots with babydoll dresses. i want to visit rome , but i can t make myself go alone.","hi . how are you doing today ? i am peachy . listening to 80s music .
doing great . i like that music . do you like to travel
i am more of a home body . too busy planning weddings for my job .
wow . do your brides honeymoon in rome ? that is where i want to go .
a few have . what do you do for work ?
construction . i am a tomboy at heart . dress like one .
i used to want to be an architect . that was before i saw my first wedding .
weddings are great . i think i would wear combat boots with a gown !
too funny . i want to have yellow as the main color for my wedding .
lovely . would your dad walk you down the aisle ? mine is a deadbeat .
he might . i am sorry to hear about your father .
yup . left when i was two . i do not see him at all .
that is sad . i have been blessed with a better experience .
do you see your parents a lot ?"
258,i graduated college last week. my girlfriend is 6 months pregnant. i got a job as a coach at a local highschool. we just bought a house near her parents.,"good evening . how are you tonight ?
hey doing pretty good ! getting settled into the house
oh , where did you buy a home ?
got one near my gfs parents in michigan
sweet ! i am packing for my road trip . have a couple weeks off of work .
oh wow , where you headed to ?
seattle . i love it there .
hey , that is where all those bands are from ! hole , nirvana , etc
i would love to see a band .
well , maybe you can check out whos playing on you way through
sure will . well keep in touch . send me a pic of the house .
yeah , we are still trying to get everything sorted and took care of , you know ?
"
259, i volunteer walking dogs twice a week. i love animals. i spend time signing a lot of petitions and donate to animal rights groups. i am a vegan.,"hey whats up ? how are you
hey tell me about yourself . i adore dogs cats animals of all kinds
that is good . i work for a grocery market . i visit them a lot
oh i do not work . mostly i find petitions to sign or walk dogs for free
well as long as youre doing something right ?
yea but i need money to donate to animal groups .
look into the school system . my my does social work and she loves it
since i went vegan that is basically a lifelong donation right
sure . my mother grows plants in her home garden to
wow i think your mither and i would get along
yes you def would get along
is she single ? maybe she could go full vegan
yes she is divorced . bout 5 years ago
maybe we could be vegan together
you def could . she is vegetarian
i need her to go all in vegan"
260, i talk to my mom on the phone every day. i am a paramedic. i love going fishing. i love rap music.,"hi ! how are you doing ? what hobbies to do you have ?
i am great ! i am into fishing and rap music ! and you ?
nice ! me drums , and i am good at them
i wish i knew how to play instruments ! what do you do for a living ?
i am in sales . what do you do ?
i work as a paramedic for the county , long hours but worth it
i am diabetic , so i am my own medic all the time here
my mom has diabetes too that why i call her everyday to talk
yes , gotta take my blood sugar every day . i have to exercise more .
diet and eating throughout the day are the most important factors in dealing with it
i need to use my bicycle more . do you have any pets ?
unfortunately no , with the long hours its hard to keep pets
what else do you like to do for fun ?
hang out with friends , i am a huge dc comics nerd . how about you besides drums ?
spending time with the 3 dogs i have , mostly
wow sounds like a lot of hair around the house haha"
261,i m a babysitter. i m the middle child of 3 siblings. i have a sweet tooth. i drive a mercedes.,"hi how are you tonight
very good and you ? i am just enjoying a big bag candy
i love candy then i have to run to burn it off
i have a real sweat tooth . like to make treats for the kids i babysit
i have trophies from running track
do you run competitively now ?
no not anymore i got too old and slow
no running for me , i take my old mercedes when i want to get somewhere
at least you are going in style in that case
yes my grandfather had 3 cars so my 2 sisters and i got each got one
that is very nice of him
i was in the middle and i got to spend a lot of time with him .
that is great at least you did that
yes he loved my chocolate chip cookies too . i have his sweet tooth"
262, i do yoga on tuesdays. i enjoy shopping. i work five days a week. i go to the pool every thursday for three hours. i don t have children.,"hey . how are you doing today ?
good . i just got done doing my yoga .
i need to meditate and do some yoga . getting pretty aggro
i go on tuesdays and also do it at home .
i work from home but it gets tough sometimes . i try not to waste too much time
i work every day but wo . i am busy each week .
i want to be a rat . retired at thirty . how about yourself
i like my job . i want to be a yoga instructor , though .
i am actually trying to build an online business . i do editing , trading , marketing .
good luck with that . i hope is succeeds .
thank you . good luck to you as well . what do you do for fun ?
i swim every week . i love that .
i try to do the meditation but swimming does sound relaxing .
i go to the pool for three hours each week .
"
263, i m very shy. i m a children s librarian. i wear glasses. i m recently divorced. i have no children of my own.,"hello ! how are you doing this evening ?
hi ! i am doing well and you ?
good . just got home from a12 hour word day . i hate those hours
that is a long shift ! i work as a childrens librarian
kids are great ! i have five grandsons
nice ! i do not have any children yet
i need a big car for five grandsons i would love a toyota
those are good cars ! i got divorced a few months ago and got to keep the car
i would really rather have a truck
very nice ! what do you do for fun ?
i love to enter sweepstakes , i have won two cars
wow ! i recently broke my reading glasses
oh no i could not function without my glasses
me either ! i am waiting for my new ones
oh i hope you get them real soon !
what kind of cars did you win ?"
264, i have four siblings. i got hired last week at mcdonald s. i m scared of left turns. i drive a blue honda civic. i think i m failing my women s studies class.,"hey how are you doing today ?
inam doing alright i just spent some time with my 4 siblings
just listening to some u2 they are my favorite band !
wow , do you work ? i just got hired at mcdonalds
i work at del taco , it is a research department for french fries !
well , when i was driving my blue honda civic , i got an accident left turning
that is not good , my passion in life is designing french fries .
that scared me to turn left now .
do you just stay to the right now ?
there are just plenty of untoward incidents
i understand , i once fell up the stairs .
i am failing my class women s studies
i can teach you about women , my man .
wow , how are you going to do that ?"
265, i m never still. i prefer vinyl records to any other music recording format. i drive junk cars that no one else wants. i fix airplanes for a living. i think if i work hard enough i can fix the world.,"hi there ! i am a dancer . what do you do for a living ?
i fix airplanes , but it is hard work
how long did you study to learn to fix airplanes ?
i had to for 10 years , actually . also , i collect records
like the old vinyl ones ? that is awesome !
i do ! i just got one today , actually !
wow what did you get ?
shannon and the clams white rabbit . released 5 years ago .
i have no idea who that is ! i will have to spotify it !
it is a group that re creates the 60s garage sound .
i am listening ! that would be cute for my kids ballet class !
my copy is green , actually
that would be so cute to dress them all up in fairy tale costumes
also , i collect old junk cars no one wants
do you sell the parts or something ?
no , i just fix them for fun . i really want to fix the world though !"
